item	roi	word	surprisal	retrieval
24	3	जिनको	0.00977	51.00000000000003
24	4	धीरे-धीरे	0.16437	51.0
24	5	चुना	1.05553	537.5364587679538
24	6	था	0.00405	123.30855296529046
24	7	उस	0.24958	244.5705592875878
24	8	आदमी	0.23858	286.28409836972696
24	9	ने	0.17264	123.30855296529035
24	10	बहुत	0.61535	296.1854709795084
24	11	महंगी	0.28360	258.06361216145183
24	12	हैं	0.54218	387.4814603019704
24	13	।	0.13882	284.2742180389123
26	1	वह	0.00070	51.0
26	2	बच्ची	0.19422	174.30855296529043
26	3	जिसने	0.00976	51.00000000000003
26	4	मिठाई	0.08797	51.0
26	5	आराम	0.90671	196.6171059305808
26	6	से	0.01589	123.30855296529046
26	7	खायी	1.35894	669.5958665535985
26	8	थी	0.00268	123.30855296529035
26	9	मेरी	0.21036	244.57055928758768
26	10	बहन	0.18636	353.92614755459044
26	11	है	0.47904	145.6171059305807
26	12	।	0.49805	300.6896972323166
28	1	वह	0.00070	51.0
28	2	बच्ची	0.19422	174.30855296529043
28	3	जिसने	0.00976	51.00000000000003
28	4	आराम	1.09377	196.6171059305808
28	5	से	0.01579	123.30855296529046
28	6	खायी	1.10644	477.54969187468475
28	7	थी	0.00268	123.30855296529035
28	8	मिठाई	0.14257	291.3558389313814
28	9	मेरी	0.48026	292.8730417452109
28	10	बहन	0.18892	506.3009510461645
28	11	है	0.47904	145.6171059305807
28	12	।	0.49805	322.4060358981251
30	1	वह	0.00070	51.0
30	2	मिठाई	0.19432	174.30855296529043
30	3	जिसको	0.00976	51.00000000000003
30	4	उस	0.02457	51.0
30	5	बच्ची	0.64492	196.6171059305808
30	6	ने	0.01597	123.30855296529046
30	7	आराम	0.67732	101.0
30	8	से	0.01701	145.6171059305808
30	9	खाया	1.61710	895.6554648046501
30	10	था	0.00266	123.30855296529035
30	11	बहुत	0.11202	197.78527964379396
30	12	मीठी	0.18837	215.17868526501115
30	13	होती	0.22217	308.717143793644
30	14	है	0.09077	145.6171059305807
30	15	।	0.51932	306.54668076626695
32	1	वह	0.00070	51.0
32	2	मिठाई	0.19432	174.30855296529043
32	3	जिसको	0.00976	51.00000000000003
32	4	आराम	1.09325	196.6171059305808
32	5	से	0.01579	123.30855296529046
32	6	खाया	1.10615	477.54969187468475
32	7	था	0.00266	123.30855296529035
32	8	उस	0.22304	244.57055928758768
32	9	बच्ची	0.17300	353.92614755459044
32	10	ने	0.17269	145.61710593058092
32	11	बहुत	0.57070	300.6896972323168
32	12	मीठी	0.23696	262.2849151185146
32	13	होती	0.22217	395.48949380375825
32	14	है	0.09077	145.6171059305807
32	15	।	0.51932	344.9164800329122
34	1	वह	0.00070	51.0
34	2	औरत	0.19432	174.30855296529043
34	3	जिसने	0.00975	51.00000000000003
34	4	नाव	1.09379	196.6171059305808
34	5	पिछले	0.04541	51.0
34	6	हफ्ते	0.62191	218.92565889587127
34	7	खरीदी	1.30119	583.6876736463319
34	8	थी	0.00554	123.30855296529035
34	9	इस	0.32624	244.57055928758768
34	10	गाँव	0.30736	421.5681967394537
34	11	की	0.14760	123.30855296529035
34	12	सरपंच	0.77966	710.4215352214715
34	13	है	0.34786	145.6171059305807
34	14	।	0.72590	337.8717073576563
36	1	वह	0.00070	51.0
36	2	औरत	0.19432	174.30855296529043
36	3	जिसने	0.00975	51.00000000000003
36	4	पिछले	0.09418	51.0
36	5	हफ्ते	0.95047	196.6171059305808
36	6	खरीदी	1.36425	569.3836828871933
36	7	थी	0.00554	123.30855296529035
36	8	नाव	0.27343	291.35583893138164
36	9	इस	0.59706	292.8730417452109
36	10	गाँव	0.30949	506.3009510461645
36	11	की	0.14760	123.30855296529035
36	12	सरपंच	0.77966	803.5307621186103
36	13	है	0.34786	145.6171059305807
36	14	।	0.72590	355.21987411593136
38	1	वह	0.00070	51.0
38	2	नाव	0.19450	174.30855296529043
38	3	जिसको	0.00978	51.00000000000003
38	4	उस	0.02457	51.0
38	5	औरत	0.64455	196.6171059305808
38	6	ने	0.01598	123.30855296529046
38	7	पिछले	0.03214	101.0
38	8	हफ्ते	0.48708	218.92565889587127
38	9	खरीदा	1.60419	818.3488258654837
38	10	था	0.00549	123.30855296529035
38	11	बहुत	0.20176	197.78527964379373
38	12	प्रसिद्ध	0.28327	279.35737053002276
38	13	है	0.61513	316.4683897963814
38	14	।	0.17080	250.6650868851657
40	1	वह	0.00070	51.0
40	2	नाव	0.19450	174.30855296529043
40	3	जिसको	0.00978	51.00000000000003
40	4	पिछले	0.09426	51.0
40	5	हफ्ते	0.95108	196.6171059305808
40	6	खरीदा	1.36252	569.3836828871933
40	7	था	0.00549	123.30855296529035
40	8	उस	0.28135	244.57055928758768
40	9	औरत	0.30370	353.92614755459044
40	10	ने	0.17273	123.30855296529035
40	11	बहुत	0.66034	299.59179962726853
40	12	प्रसिद्ध	0.33188	371.5078318445426
40	13	है	0.61513	402.24647657271134
40	14	।	0.17080	291.37957783168713
42	1	वह	0.00070	51.0
42	2	लड़की	0.19412	174.30855296529043
42	3	जिसने	0.00976	51.00000000000003
42	4	कविता	1.09370	196.6171059305808
42	5	सारे	0.05217	51.0
42	6	लोगो	0.55578	218.92565889587127
42	7	के	0.01077	123.30855296529046
42	8	सामने	0.17877	197.78527964379384
42	9	गायी	1.31265	722.150665217393
42	10	थी	0.00403	123.30855296529035
42	11	बहुत	0.15505	197.78527964379396
42	12	गरीब	0.23389	215.17868526501115
42	13	है	0.61197	308.717143793644
42	14	।	0.13219	247.07922868292553
44	1	वह	0.00070	51.0
44	2	लड़की	0.19412	174.30855296529043
44	3	जिसने	0.00976	51.00000000000003
44	4	सारे	0.08376	51.0
44	5	लोगो	0.85090	196.6171059305808
44	6	के	0.01042	123.30855296529046
44	7	सामने	0.17576	197.78527964379384
44	8	गायी	1.37606	710.9635999683162
44	9	थी	0.00403	123.30855296529035
44	10	कविता	0.20557	291.3558389313814
44	11	बहुत	0.45944	221.93652087260534
44	12	गरीब	0.23590	235.83929199468594
44	13	है	0.61197	345.92652840714845
44	14	।	0.13219	264.46687068192387
46	1	वह	0.00070	51.0
46	2	कविता	0.19439	174.30855296529043
46	3	जिसको	0.00978	51.00000000000003
46	4	उस	0.02457	51.0
46	5	लड़की	0.64537	196.6171059305808
46	6	ने	0.01598	123.30855296529046
46	7	सारे	0.03715	101.0
46	8	लोगो	0.46504	218.92565889587127
46	9	के	0.01077	145.6171059305808
46	10	सामने	0.17877	200.05665267703785
46	11	गाया	1.61646	975.657032594399
46	12	था	0.00399	123.30855296529035
46	13	काफी	0.15545	197.78527964379373
46	14	पुरानी	0.23314	215.17868526501115
46	15	है	0.61258	308.717143793644
46	16	।	0.13218	247.07922868292553
48	1	वह	0.00070	51.0
48	2	कविता	0.19439	174.30855296529043
48	3	जिसको	0.00978	51.00000000000003
48	4	सारे	0.08384	51.0
48	5	लोगो	0.85143	196.6171059305808
48	6	के	0.01042	123.30855296529046
48	7	सामने	0.17576	197.78527964379384
48	8	गाया	1.37520	710.9635999683162
48	9	था	0.00399	123.30855296529035
48	10	उस	0.25091	244.57055928758768
48	11	लड़की	0.23588	353.92614755459044
48	12	ने	0.17287	145.6171059305807
48	13	काफी	0.61255	300.6896972323166
48	14	पुरानी	0.28155	262.2849151185146
48	15	है	0.61258	395.48949380375825
48	16	।	0.13218	288.1242851889965
50	1	वह	0.00070	51.0
50	2	आदमी	0.19437	174.30855296529043
50	3	जिसने	0.00979	51.00000000000003
50	4	स्कूटर	1.09453	196.6171059305808
50	5	बड़ी	0.04658	51.0
50	6	मेहनत	0.62905	218.92565889587127
50	7	से	0.01552	123.30855296529046
50	8	साफ	0.05187	101.0
50	9	की	0.62071	791.1282726796868
50	10	थी	0.00366	123.30855296529035
50	11	पुराना	0.17739	291.3558389313814
50	12	कर्मचारी	0.22874	434.7460834904218
50	13	है	0.47788	145.6171059305807
50	14	।	0.52572	306.750845359903
52	1	वह	0.00070	51.0
52	2	आदमी	0.19437	174.30855296529043
52	3	जिसने	0.00979	51.00000000000003
52	4	बड़ी	0.09683	51.0
52	5	मेहनत	0.96221	196.6171059305808
52	6	से	0.01503	123.30855296529046
52	7	साफ	0.05019	101.0
52	8	की	0.64953	779.8074791568455
52	9	थी	0.00366	123.30855296529035
52	10	स्कूटर	0.15930	197.78527964379396
52	11	पुराना	0.22129	343.5360557950339
52	12	कर्मचारी	0.24950	410.3086516946091
52	13	है	0.47788	145.6171059305807
52	14	।	0.52572	316.68925622097095
54	1	वह	0.00070	51.0
54	2	स्कूटर	0.19435	174.30855296529043
54	3	जिसको	0.00976	51.00000000000003
54	4	उस	0.02457	51.0
54	5	आदमी	0.64428	196.6171059305808
54	6	ने	0.01598	123.30855296529046
54	7	बड़ी	0.03317	101.0
54	8	मेहनत	0.49434	218.92565889587127
54	9	से	0.01552	145.6171059305808
54	10	साफ	0.05187	101.0
54	11	किया	0.83359	1043.4003499724124
54	12	था	0.00296	123.30855296529035
54	13	बैटरी	0.15649	338.14111857517537
54	14	से	0.26559	167.92565889587104
54	15	चलती	0.46227	375.52919052226844
54	16	है	0.06485	145.6171059305807
54	17	।	0.67976	313.69690971431464
56	1	वह	0.00070	51.0
56	2	स्कूटर	0.19435	174.30855296529043
56	3	जिसको	0.00976	51.00000000000003
56	4	बड़ी	0.09692	51.0
56	5	मेहनत	0.96283	196.6171059305808
56	6	से	0.01503	123.30855296529046
56	7	साफ	0.05019	101.0
56	8	किया	0.73377	779.8074791568455
56	9	था	0.00296	123.30855296529035
56	10	उस	0.19496	244.57055928758768
56	11	आदमी	0.18699	353.92614755459044
56	12	ने	0.17264	145.6171059305807
56	13	बैटरी	0.66223	599.7587889292663
56	14	से	0.12279	167.9256588958715
56	15	चलती	0.84733	465.0401811821748
56	16	है	0.06485	145.6171059305807
56	17	।	0.67976	353.93220784331515
58	1	वह	0.00054	51.0
58	2	माली	0.12543	51.0
58	3	जिसने	0.02407	51.0
58	4	लकड़ी	1.20355	174.30855296529046
58	5	बहुत	0.05829	51.0
58	6	दिलचस्पी	0.62153	196.6171059305808
58	7	से	0.01575	123.30855296529046
58	8	रखी	1.99679	891.0763954038933
58	9	थी	0.00267	123.30855296529035
58	10	बहुत	0.11160	197.78527964379396
58	11	बूढ़ा	0.18771	215.1786852650116
58	12	है	0.60797	308.717143793644
58	13	।	0.09661	247.07922868292553
60	1	वह	0.00070	51.0
60	2	माली	0.19436	174.30855296529043
60	3	जिसने	0.00976	51.00000000000003
60	4	बहुत	0.08190	51.0
60	5	दिलचस्पी	0.86012	196.6171059305808
60	6	से	0.01525	123.30855296529046
60	7	रखी	1.35018	669.5958665535985
60	8	थी	0.00267	123.30855296529035
60	9	लकड़ी	0.14190	291.3558389313814
60	10	बहुत	0.41585	221.93652087260534
60	11	बूढ़ा	0.18972	235.83929199468594
60	12	है	0.60797	345.92652840714845
60	13	।	0.09661	264.46687068192387
62	1	वह	0.00070	51.0
62	2	लकड़ी	0.19441	174.30855296529043
62	3	जिसको	0.00976	51.00000000000003
62	4	उस	0.02457	51.0
62	5	माली	0.64441	196.6171059305808
62	6	ने	0.01598	123.30855296529046
62	7	बहुत	0.03630	101.0
62	8	दिलचस्पी	0.46703	218.92565889587127
62	9	से	0.01575	145.6171059305808
62	10	रखा	1.56541	929.0068749927816
62	11	था	0.00264	123.30855296529035
62	12	बहुत	0.11138	197.78527964379373
62	13	विचित्र	0.18747	215.17868526501115
62	14	है	0.60792	308.717143793644
62	15	।	0.09654	247.07922868292553
64	1	वह	0.00070	51.0
64	2	लकड़ी	0.19441	174.30855296529043
64	3	जिसको	0.00976	51.00000000000003
64	4	बहुत	0.08197	51.0
64	5	दिलचस्पी	0.86067	196.6171059305808
64	6	से	0.01525	123.30855296529046
64	7	रखा	1.33132	669.5958665535985
64	8	था	0.00264	123.30855296529035
64	9	उस	0.22188	244.57055928758768
64	10	माली	0.17220	353.92614755459044
64	11	ने	0.17273	145.6171059305807
64	12	बहुत	0.56996	300.6896972323166
64	13	विचित्र	0.23607	262.2849151185146
64	14	है	0.60792	395.48949380375825
64	15	।	0.09654	288.1242851889965
66	1	वह	0.00070	51.0
66	2	किसान	0.19563	174.30855296529043
66	3	जिसने	0.00975	51.00000000000003
66	4	फसल	1.09348	196.6171059305808
66	5	कल	0.88648	51.0
66	6	सुबाह	0.01407	51.0
66	7	मैदान	2.65364	977.3233425373048
66	8	में	0.01205	123.30855296529035
66	9	काटी	1.12409	528.5471817679058
66	10	थी	0.00268	123.30855296529035
66	11	बहुत	0.11204	197.78527964379373
66	12	मेहनती	0.18820	215.1786852650116
66	13	है	0.60821	308.717143793644
66	14	।	0.09693	247.07922868292553
68	1	वह	0.00070	51.0
68	2	किसान	0.19563	174.30855296529043
68	3	जिसने	0.00975	51.00000000000003
68	4	कल	1.09660	196.6171059305808
68	5	सुबाह	0.00963	51.0
68	6	मैदान	1.99622	473.89336966741007
68	7	में	0.01205	123.30855296529035
68	8	काटी	1.12409	505.47043762533826
68	9	थी	0.00268	123.30855296529035
68	10	फसल	0.14251	338.14111857517514
68	11	बहुत	0.41635	225.08463517553218
68	12	मेहनती	0.19021	238.66395369032534
68	13	है	0.60821	351.1391014086671
68	14	।	0.09693	266.93284056757193
70	1	वह	0.00070	51.0
70	2	फसल	0.19445	174.30855296529043
70	3	जिसको	0.00975	51.00000000000003
70	4	उस	0.02457	51.0
70	5	किसान	0.64020	196.6171059305808
70	6	ने	0.01597	123.30855296529046
70	7	कल	0.67189	101.0
70	8	सुबाह	0.00716	51.0
70	9	मैदान	3.58722	1608.4245664140503
70	10	में	0.01205	145.6171059305807
70	11	काटा	1.12347	560.6971283076095
70	12	था	0.00266	123.30855296529035
70	13	काफी	0.11234	197.78527964379373
70	14	महंगी	0.18806	215.17868526501115
70	15	है	0.60800	308.717143793644
70	16	।	0.09692	247.07922868292553
72	1	वह	0.00070	51.0
72	2	फसल	0.19445	174.30855296529043
72	3	जिसको	0.00975	51.00000000000003
72	4	कल	1.09608	196.6171059305808
72	5	सुबाह	0.00963	51.0
72	6	मैदान	1.99626	473.89336966741007
72	7	में	0.01205	123.30855296529035
72	8	काटा	1.12347	505.47043762533826
72	9	था	0.00266	123.30855296529035
72	10	उस	0.22287	244.57055928758768
72	11	किसान	0.17310	421.5681967394539
72	12	ने	0.17240	145.6171059305807
72	13	काफी	0.57059	303.9470971053752
72	14	महंगी	0.23640	265.35116078800047
72	15	है	0.60800	401.3242299479407
72	16	।	0.09692	290.9349254906747
74	1	वह	0.00054	51.0
74	2	टी-टी	0.12547	51.0
74	3	जिसने	0.02407	51.0
74	4	सिगरेट	0.12692	51.0
74	5	वेटिंग	0.32099	51.0
74	6	रूम	1.43373	322.1980044095982
74	7	के	0.01102	123.30855296529046
74	8	सामने	0.17219	197.78527964379384
74	9	मांगी	1.98856	951.5585068757167
74	10	थी	0.00401	123.30855296529035
74	11	मेरी	0.24185	291.3558389313814
74	12	मौसी	0.24863	292.8730417452107
74	13	का	0.15797	145.6171059305807
74	14	रिशतेदार	0.70923	497.9667632897358
74	15	है	0.34787	145.6171059305807
74	16	।	0.68683	327.8032677139695
76	1	वह	0.00054	51.0
76	2	टी-टी	0.12547	51.0
76	3	जिसने	0.02407	51.0
76	4	वेटिंग	0.12676	51.0
76	5	रूम	1.17855	174.30855296529046
76	6	के	0.01102	123.30855296529046
76	7	सामने	0.17219	197.78527964379384
76	8	मांगी	1.98856	922.5588814075348
76	9	थी	0.00401	123.30855296529035
76	10	सिगरेट	0.20477	244.57055928758768
76	11	मेरी	0.51176	353.92614755459044
76	12	मौसी	0.25119	419.8166082670591
76	13	का	0.15797	145.6171059305807
76	14	रिशतेदार	0.59290	319.46821353051337
76	15	है	0.85943	409.180246817089
76	16	।	0.13180	294.7259524461515
78	1	वह	0.00070	51.0
78	2	सिगरेट	0.19415	174.30855296529043
78	3	जिसको	0.00977	51.00000000000003
78	4	उस	0.02457	51.0
78	5	टी-टी	0.67694	174.30855296529046
78	6	ने	0.03466	123.30855296529046
78	7	वेटिंग	0.04400	101.0
78	8	रूम	0.59888	196.6171059305808
78	9	के	0.01166	145.61710593058092
78	10	सामने	0.17236	200.05665267703785
78	11	मांगा	1.76436	970.9549839473948
78	12	था	0.00398	123.30855296529035
78	13	विलायत	0.20478	291.35583893138164
78	14	से	0.26560	167.9256588958715
78	15	आती	0.48417	370.2166234210749
78	16	है	0.06468	145.6171059305807
78	17	।	0.70666	311.41833563247064
80	1	वह	0.00070	51.0
80	2	सिगरेट	0.19415	174.30855296529043
80	3	जिसको	0.00977	51.00000000000003
80	4	वेटिंग	0.08805	51.0
80	5	रूम	0.90864	196.6171059305808
80	6	के	0.01102	123.30855296529046
80	7	सामने	0.17219	197.78527964379384
80	8	मांगा	1.33980	710.9635999683162
80	9	था	0.00398	123.30855296529035
80	10	उस	0.24998	244.57055928758768
80	11	टी-टी	0.18498	218.64204918486348
80	12	ने	0.55887	145.6171059305807
80	13	विलायत	0.39614	479.4978965480559
80	14	से	0.12279	167.9256588958715
80	15	आती	0.86893	445.42281790589686
80	16	है	0.06468	145.6171059305807
80	17	।	0.70666	344.8859024265994
82	1	वह	0.00054	51.0
82	2	बढ़ई	0.83369	224.30855296529046
82	3	जिसने	0.22644	145.6171059305808
82	4	अलमारी	0.22657	200.05665267703773
82	5	नीम	0.69827	283.0418279751374
82	6	के	0.21231	123.30855296529035
82	7	पेड़	0.54893	482.6159493843909
82	8	के	0.10229	145.61710593058092
82	9	नीचे	0.40888	200.05665267703785
82	10	बनायी	0.87177	460.95861220714687
82	11	थी	0.15133	123.30855296529035
82	12	यहाँ	0.49688	651.9595178032673
82	13	कई	0.23597	319.7309539246585
82	14	सालों	0.24381	861.9447721712245
82	15	से	0.18038	167.9256588958715
82	16	काम	0.68151	1227.2530947751657
82	17	कर	0.93600	845.6523465086539
82	18	रहा	0.16932	145.6171059305807
82	19	है	0.15955	298.1699580311133
82	20	।	0.47902	459.23704222681863
84	1	वह	0.00054	51.0
84	2	बढ़ई	0.83369	224.30855296529046
84	3	जिसने	0.22644	145.6171059305808
84	4	नीम	0.22658	200.05665267703773
84	5	के	0.14571	123.30855296529046
84	6	पेड़	0.69828	356.5628739731528
84	7	के	0.10229	145.61710593058092
84	8	नीचे	0.40888	200.05665267703785
84	9	बनायी	0.87177	428.17890196136955
84	10	थी	0.15133	123.30855296529035
84	11	अलमारी	0.42254	606.6564049991659
84	12	यहाँ	0.50235	613.0012200705542
84	13	कई	0.23853	323.33094283029004
84	14	सालों	0.24381	876.0169985204998
84	15	से	0.18038	167.9256588958715
84	16	काम	0.68151	1244.1692790786738
84	17	कर	0.93600	855.7197733524608
84	18	रहा	0.16932	145.6171059305807
84	19	है	0.15955	298.1699580311133
84	20	।	0.47902	462.43823826709195
86	1	वह	0.00054	51.0
86	2	अलमारी	0.83343	224.30855296529046
86	3	जिसको	0.22645	145.6171059305808
86	4	उस	0.27753	200.05665267703773
86	5	बढ़ई	0.24467	217.02091398756863
86	6	ने	0.17273	123.30855296529046
86	7	नीम	0.69934	381.75065273198913
86	8	के	0.10232	145.61710593058092
86	9	पेड़	0.87867	547.1575472443346
86	10	के	0.10229	167.9256588958715
86	11	नीचे	0.40888	202.2274140710133
86	12	बनाया	0.87289	499.43092771761167
86	13	था	0.14935	123.30855296529035
86	14	लकड़ी	0.42355	874.4046246615617
86	15	की	0.54184	723.2602888202878
86	16	है	0.13570	145.6171059305807
86	17	।	0.40996	413.9636597987428
88	1	वह	0.00054	51.0
88	2	अलमारी	0.83343	224.30855296529046
88	3	जिसको	0.22645	145.6171059305808
88	4	नीम	0.22659	200.05665267703773
88	5	के	0.14571	123.30855296529046
88	6	पेड़	0.69829	356.5628739731528
88	7	के	0.10229	145.61710593058092
88	8	नीचे	0.40888	200.05665267703785
88	9	बनाया	0.87289	428.17890196136955
88	10	था	0.14935	123.30855296529035
88	11	उस	0.50886	336.21880166638834
88	12	बढ़ई	0.22438	586.5388733273803
88	13	ने	0.17273	167.9256588958715
88	14	लकड़ी	0.69931	881.3211213967311
88	15	की	0.98232	728.3698858536022
88	16	है	0.13570	145.6171059305807
88	17	।	0.40996	415.60676641482496
90	1	वह	0.00070	51.0
90	2	दुकानदार	0.19421	174.30855296529043
90	3	जिसने	0.00974	51.00000000000003
90	4	पुरानी	0.09987	51.0
90	5	बन्दूक	0.96422	196.6171059305808
90	6	इस	0.00835	51.0
90	7	साल	0.36517	218.92565889587127
90	8	एक-दो	0.03662	51.0
90	9	बार	0.42796	241.2342118611616
90	10	म्यूजियम	0.84403	51.0
90	11	में	0.01174	123.30855296529035
90	12	दिखायी	1.99453	1350.955121035696
90	13	थी	0.00267	123.30855296529035
90	14	मशहूर	0.15515	244.57055928758746
90	15	संग्रहकर्ता	0.18279	556.8522951091809
90	16	है	0.47739	145.6171059305807
90	17	।	0.49916	310.1707054970734
92	1	वह	0.00070	51.0
92	2	दुकानदार	0.19421	174.30855296529043
92	3	जिसने	0.00974	51.00000000000003
92	4	इस	0.01270	51.0
92	5	साल	0.55147	196.6171059305808
92	6	एक-दो	0.02395	51.0
92	7	बार	0.38253	218.92565889587127
92	8	म्यूजियम	0.93558	51.0
92	9	में	0.01174	123.30855296529046
92	10	दिखायी	1.79237	1094.6169214665106
92	11	थी	0.00267	123.30855296529035
92	12	पुरानी	0.15449	197.78527964379373
92	13	बन्दूक	0.18289	471.8934263250567
92	14	मशहूर	0.54809	337.80219417328544
